Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Waqar, N; Hassan, SA; Mahmood, A; Dev, K; Do, DT; Gidlund, M",,,,"Waqar, Noor; Hassan, Syed Ali; Mahmood, Aamir; Dev, Kapal; Dinh-Thuan Do; Gidlund, Mikael",,,Computation Offloading and Resource Allocation in MEC-Enabled Integrated Aerial-Terrestrial Vehicular Networks: A Reinforcement Learning Approach,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,,,,,,,,,,,,,,,,,"Gidlund, Mikael/L-7643-2018; Do, Dinh-Thuan/AAU-7169-2020; Dev, Kapal/LZE-5098-2025; Do, Dinh-Thuan/C-5477-2017; Hassan, Syed Ali/C-1413-2017","Do, Dinh-Thuan/0000-0003-2072-069X; Waqar, Noor/0000-0003-4503-2092; Hassan, Syed Ali/0000-0002-8572-7377",,,,,,,,,,,,,1524-9050,1558-0016,,,,NOV,2022,23.0,11,,,,,21478.0,21491.0,,10.1109/TITS.2022.3179987,0.0,,,,,,,,,,,,,WOS:000880752900119,0
J,"Wei, P; Guo, K; Li, Y; Wang, J; Feng, W; Jin, S; Ge, N; Liang, YC",,,,"Wei, Peng; Guo, Kun; Li, Ye; Wang, Jue; Feng, Wei; Jin, Shi; Ge, Ning; Liang, Ying-Chang",,,Reinforcement Learning-Empowered Mobile Edge Computing for 6G Edge Intelligence,IEEE ACCESS,,,,,,,,,,,,,,,,,"Li, YiXue/JRW-6306-2023; Wang, Jue/GVU-0480-2022; Feng, Wei/G-1516-2013; Jin, Shi/ABG-5416-2021; Liang, Ying-Chang/G-1294-2014; Ge, Ning/C-3524-2013","Li, Ye/0000-0002-3279-8083; Liang, Ying-Chang/0000-0003-2671-5090; Ge, Ning/0000-0002-4922-7025; Guo, Kun/0000-0003-1251-3578",,,,,,,,,,,,,2169-3536,,,,,,2022,10.0,,,,,,65156.0,65192.0,,10.1109/ACCESS.2022.3183647,0.0,,,,,,,,,,,,,WOS:000815511900001,0
C,"Shi, ZY; Xie, XZ; Garg, S; Lu, HB; Yang, HL; Xiong, ZH",,,IEEE,"Shi, Zhaoyuan; Xie, Xianzhong; Garg, Sahil; Lu, Huabing; Yang, Helin; Xiong, Zehui",,,Deep Reinforcement Learning Based Big Data Resource Management for 5G/6G Communications,2021 IEEE GLOBAL COMMUNICATIONS CONFERENCE (GLOBECOM),IEEE Global Communications Conference,,,,IEEE Global Communications Conference (GLOBECOM),"DEC 07-11, 2021","Madrid, SPAIN","IEEE,Huawei,Vodafone,Intel,ZTE,Qualcomm,Assia,IMEC,Keysight Technologies,PRIME Alliance,Rohde & Schwarz,Vantage Towers,Guard,Usal Bisite Res Grp",,,,,,,,,"Garg, Sahil/AAN-2480-2020; Xiong, Zehui/B-9792-2019","Xiong, Zehui/0000-0002-4440-941X",,,,,,,,,,,,,2334-0983,2576-6813,978-1-7281-8104-2,,,,2021,,,,,,,,,,10.1109/GLOBECOM46510.2021.9685098,0.0,,,,,,,,,,,,,WOS:000790747200062,0
J,"Kaur, J; Khan, MA; Iftikhar, M; Imran, M; Ul Haq, QE",,,,"Kaur, Jasneet; Khan, M. Arif; Iftikhar, Mohsin; Imran, Muhammad; Ul Haq, Qazi Emad",,,Machine Learning Techniques for 5G and Beyond,IEEE ACCESS,,,,,,,,,,,,,,,,,"Khan, M./M-3555-2017; imran, Muhammad/Q-2375-2017","Kaur, Jasneet/0000-0002-7277-8992; imran, Muhammad/0000-0002-6946-2591; Khan, Arif/0000-0001-6112-8874",,,,,,,,,,,,,2169-3536,,,,,,2021,9.0,,,,,,23472.0,23488.0,,10.1109/ACCESS.2021.3051557,0.0,,,,,,,,,,,,,WOS:000617351600001,0
J,"Narottama, B; Shin, SY",,,,"Narottama, Bhaskara; Shin, Soo Young",,,Quantum Neural Networks for Resource Allocation in Wireless Communications,IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,,,,,,,,,,,,,,,,,"Shin, Soo Young/ABG-4608-2021","Shin, Soo Young/0000-0002-2526-2395",,,,,,,,,,,,,1536-1276,1558-2248,,,,FEB,2022,21.0,2,,,,,1103.0,1116.0,,10.1109/TWC.2021.3102139,0.0,,,,,,,,,,,,,WOS:000754251000031,0
J,"Shang, XJ; Huang, YD; Liu, ZH; Yang, YY",,,,"Shang, Xiaojun; Huang, Yaodong; Liu, Zhenhua; Yang, Yuanyuan",,,NVM-Enhanced Machine Learning Inference in 6G Edge Computing,IEEE TRANSACTIONS ON NETWORK SCIENCE AND ENGINEERING,,,,,,,,,,,,,,,,,"Huang, Yaodong/AAZ-2066-2020",,,,,,,,,,,,,,2327-4697,,,,,NOV,2024,11.0,6,,,,,5615.0,5626.0,,10.1109/TNSE.2021.3109538,0.0,,,,,,,,,,,,,WOS:001360487300017,0
J,"Zhang, PY; Su, Y; Wang, JJ; Jiang, CX; Hsu, CH; Shen, SG",,,,"Zhang, Peiying; Su, Yu; Wang, Jingjing; Jiang, Chunxiao; Hsu, Ching-Hsien; Shen, Shigen",,,Reinforcement Learning Assisted Bandwidth Aware Virtual Network Resource Allocation,IEEE TRANSACTIONS ON NETWORK AND SERVICE MANAGEMENT,,,,,,,,,,,,,,,,,"Jiang, Chunxiao/W-3904-2017; Shen, Shigen/AAJ-4325-2020; 喻, 苏/KBQ-6075-2024; Hsu, Ching-Hsien/AAE-6917-2020; Wang, Jingjing/B-7476-2016; Shen, Shigen/I-7099-2016","Hsu, Ching-Hsien/0000-0002-2440-2771; Wang, Jingjing/0000-0003-3170-8952; Shen, Shigen/0000-0002-7558-5379",,,,,,,,,,,,,1932-4537,,,,,DEC,2022,19.0,4,,,,,4111.0,4123.0,,10.1109/TNSM.2022.3199471,0.0,,,,,,,,,,,,,WOS:000967142300001,0
J,"Andreou, A; Mavromoustakis, CX",,,,"Andreou, Andreas; Mavromoustakis, Constandinos X.",,,6G+ Networks Through Enhanced Efficiency and Sustainability With MADDPG-Driven Network Slicing in SoS Environments,IEEE TRANSACTIONS ON GREEN COMMUNICATIONS AND NETWORKING,,,,,,,,,,,,,,,,,"Mavromoustakis, Constandinos/M-8305-2014",,,,,,,,,,,,,,2473-2400,,,,,DEC,2024,8.0,4,,,,,1752.0,1761.0,,10.1109/TGCN.2024.3404500,0.0,,,,,,,,,,,,,WOS:001360471900011,0
J,"She, H; Yan, LX; Guo, YA",,,,"She, Hao; Yan, Lixing; Guo, Yongan",,,Efficient End-Edge-Cloud Task Offloading in 6G Networks Based on Multiagent Deep Reinforcement Learning,IEEE INTERNET OF THINGS JOURNAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2327-4662,,,,,JUN 1,2024,11.0,11,,,,,20260.0,20270.0,,10.1109/JIOT.2024.3372614,0.0,,,,,,,,,,,,,WOS:001285460000089,0
J,"Sherif, H; Ahmed, E; Kotb, AM",,,,"Sherif, Heba; Ahmed, Eman; Kotb, Amira M.",,,Energy-Efficient and Accelerated Resource Allocation in O-RAN Slicing Using Deep Reinforcement Learning and Transfer Learning,CYBERNETICS AND INFORMATION TECHNOLOGIES,,,,,,,,,,,,,,,,,"Ahmed, Eman/JKC-9503-2023",,,,,,,,,,,,,,1311-9702,1314-4081,,,,SEP 1,2024,24.0,3,,,,,132.0,150.0,,10.2478/cait-2024-0029,0.0,,,,,,,,,,,,,WOS:001315327300003,0
C,"Gowtham, V; Schreiner, F; Corici, MI; Magedan, T; Zacarias, I; Drummond, A; Jukan, A",,,IEEE,"Gowtham, Varun; Schreiner, Florian; Corici, Marius-Iulian; Magedan, Thomas; Zacarias, Iulisloi; Drummond, Andre; Jukan, Admela",,,Intent-based Networking for QoS-aware Cloud and Transport Network Management based on Graph Neural Networks,"2023 IEEE FUTURE NETWORKS WORLD FORUM, FNWF",IEEE Future Networks World Forum,,,,IEEE Future Networks World Forum (FNWF),"NOV 13-15, 2023","Baltimore, MD",IEEE,,,,,,,,,,,,,,,,,,,,,,,2770-7660,,979-8-3503-2458-7,,,,2024,,,,,,,,,,10.1109/FNWF58287.2023.10520590,0.0,,,,,,,,,,,,,WOS:001229556600113,0
J,"Tshakwanda, PM; Arzo, ST; Devetsikiotis, M",,,,"Tshakwanda, Petro Mushidi; Arzo, Sisay Tadesse; Devetsikiotis, Michael",,,Advancing 6G Network Performance: AI/ML Framework for Proactive Management and Dynamic Optimal Routing,IEEE OPEN JOURNAL OF THE COMPUTER SOCIETY,,,,,,,,,,,,,,,,,"Arzo, Sisay/AAU-8436-2020","Tshakwanda, Petro/0000-0003-4991-405X; Arzo (PhD), Sisay Tadesse/0000-0001-9062-8499",,,,,,,,,,,,,,2644-1268,,,,,2024,5.0,,,,,,303.0,314.0,,10.1109/OJCS.2024.3398540,0.0,,,,,,,,,,,,,WOS:001240016200001,0
C,"Bandara, E; Liang, XP; Shetty, S; Mukkamala, R; Rahman, A; Keong, NW",,,IEEE,"Bandara, Eranga; Liang, Xueping; Shetty, Sachin; Mukkamala, Ravi; Rahman, Abdul; Keong, Ng Wee",,,Skunk - A Blockchain and Zero Trust Security Enabled Federated Learning Platform for 5G/6G Network Slicing,"2022 19TH ANNUAL IEEE INTERNATIONAL CONFERENCE ON SENSING, COMMUNICATION, AND NETWORKING (SECON)",IEEE International Conference on Sensing Communication and Networking,,,,"19th Annual IEEE International Conference on Sensing, Communication, and Networking (IEEE SECON)","SEP 20-23, 2022",ELECTR NETWORK,IEEE,,,,,,,,,"Liang, Xueping/K-6259-2019; Shetty, Sachin/W-1101-2018","Shetty, Sachin/0000-0002-8789-0610",,,,,,,,,,,,,2473-0440,,978-1-6654-8643-9,,,,2022,,,,,,,109.0,117.0,,10.1109/SECON55815.2022.9918536,0.0,,,,,,,,,,,,,WOS:000886534600013,0
J,"Dong, TJ; Qi, Q; Wang, JY; Zhuang, ZR; Sun, HF; Liao, JX; Han, Z",,,,"Dong, Tianjian; Qi, Qi; Wang, Jingyu; Zhuang, Zirui; Sun, Haifeng; Liao, Jianxin; Han, Zhu",,,Standing on the Shoulders of Giants: Cross-Slice Federated Meta Learning for Resource Orchestration to Cold-Start Slice,IEEE-ACM TRANSACTIONS ON NETWORKING,,,,,,,,,,,,,,,,,"qi, yaqian/JVO-7085-2024; Wang, Jianhui/JCD-6141-2023; Sun, Haifeng/Y-7829-2019; Han, Zhu/ABG-1222-2021; Zhuang, Zirui/AAH-5051-2020; Wang, Jingyu/JFK-6346-2023","Zhuang, Zirui/0000-0003-3345-1732; Dong, Tianjian/0000-0001-9917-6839; Wang, Jingyu/0000-0002-2182-2228; Qi, Qi/0000-0003-0829-4624; Sun, Haifeng/0000-0003-3072-7422",,,,,,,,,,,,,1063-6692,1558-2566,,,,APR,2023,31.0,2,,,,,828.0,845.0,,10.1109/TNET.2022.3200853,0.0,,AUG 2022,,,,,,,,,,,WOS:000849240800001,0
J,"Wu, JS; Gao, Y; Wang, L; Zhang, JJ; Wu, DO",,,,"Wu, Jiasheng; Gao, Yue; Wang, Lin; Zhang, Jingjing; Wu, Dapeng Oliver",,,How to Allocate Resources in Cloud-Native Networks Towards 6G,IEEE NETWORK,,,,,,,,,,,,,,,,,"JINGJING, ZHANG/KIA-4749-2024; Gao, Yue/AAJ-9469-2020","Wu, Jiasheng/0000-0002-8058-766X; Gao, Yue/0000-0001-6502-9910; Wu, Dapeng/0000-0003-1755-0183",,,,,,,,,,,,,0890-8044,1558-156X,,,,MAR,2024,38.0,2,,,,,240.0,246.0,,10.1109/MNET002.2300017,0.0,,,,,,,,,,,,,WOS:001221310400003,0
J,"Chen, Y; Al-Rubaye, S; Tsourdos, A; Chu, KF; Wei, ZK; Baker, L; Gillingham, C",,,,"Chen, Yang; Al-Rubaye, Saba; Tsourdos, Antonios; Chu, Kai-Fung; Wei, Zhuangkun; Baker, Lawrence; Gillingham, Colin",,,Federated Deep Reinforcement Learning-Based Intelligent Surface Configuration in 6G Secure Airport Networks,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,,,,,,,,,,,,,,,,,"Wei, Zhuangkun/ITT-0843-2023; Chu, Kai-Fung/AAB-5806-2019",,,,,,,,,,,,,,1524-9050,1558-0016,,,,2024 OCT 4,2024,,,,,,,,,,10.1109/TITS.2024.3463189,0.0,,OCT 2024,,,,,,,,,,,WOS:001328992700001,0
C,"Yao, YJ; Zhou, H; Erol-Kantarci, M",,,IEEE,"Yao, Yujie; Zhou, Hao; Erol-Kantarci, Melike",,,Joint Sensing and Communications for Deep Reinforcement Learning-based Beam Management in 6G,2022 IEEE GLOBAL COMMUNICATIONS CONFERENCE (GLOBECOM 2022),IEEE Global Communications Conference,,,,IEEE Global Communications Conference (GLOBECOM),"DEC 04-08, 2022","Rio de Janeiro, BRAZIL",IEEE,,,,,,,,,"Yao, Yujie/HNI-7044-2023",,,,,,,,,,,,,,2334-0983,2576-6813,978-1-6654-3540-6,,,,2022,,,,,,,5019.0,5024.0,,10.1109/GLOBECOM48099.2022.10001317,0.0,,,,,,,,,,,,,WOS:000922633505011,0
J,"Nashwan, FM; Alammari, AA; Saif, A; Alsamhi, SH",,,,"Nashwan, Farhan M.; Alammari, Amr A.; Saif, Abdu; Alsamhi, Saeed Hamood",,,Deep Reinforcement Learning Explores EH-RIS for Spectrum-Efficient Drone Communication in 6G,IET SIGNAL PROCESSING,,,,,,,,,,,,,,,,,"Saif, Abdu/GXM-7369-2022",,,,,,,,,,,,,,1751-9675,1751-9683,,,,NOV 22,2024,2024.0,,,,,,,,9548468,10.1049/2024/9548468,0.0,,,,,,,,,,,,,WOS:001367333400001,0
C,"Majumdar, S; Trivisonno, R; Poe, WY; Carle, G",,,IEEE,"Majumdar, Sayantini; Trivisonno, Riccardo; Poe, Wint Yi; Carle, Georg",,,Distributing Intelligence for 6G Network Automation: Performance and Architectural Impact,ICC 2023-IEEE INTERNATIONAL CONFERENCE ON COMMUNICATIONS,IEEE International Conference on Communications,,,,IEEE International Conference on Communications (IEEE ICC),"MAY 28-JUN 01, 2023","Rome, ITALY","IEEE,IEEE Commun Soc",,,,,,,,,,"Trivisonno, Riccardo/0000-0003-4190-5781",,,,,,,,,,,,,1550-3607,,978-1-5386-7462-8,,,,2023,,,,,,,6224.0,6229.0,,10.1109/ICC45041.2023.10279655,0.0,,,,,,,,,,,,,WOS:001094862606058,0
J,"Qiang, YY; Shao, XD; Chen, XM",,,,"Qiang, Yiyang; Shao, Xiaodan; Chen, Xiaoming",,,A Model-Driven Deep Learning Algorithm for Joint Activity Detection and Channel Estimation,IEEE COMMUNICATIONS LETTERS,,,,,,,,,,,,,,,,,"Chen, Xiao-ming/AAC-2160-2022",,,,,,,,,,,,,,1089-7798,1558-2558,,,,NOV,2020,24.0,11,,,,,2508.0,2512.0,,10.1109/LCOMM.2020.3011571,0.0,,,,,,,,,,,,,WOS:000589200500029,0
J,"Wang, XY; Wang, YZ; Cui, QM; Chen, KC; Ni, W",,,,"Wang, Xinyuan; Wang, Yingze; Cui, Qimei; Chen, Kwang-Cheng; Ni, Wei",,,Machine Learning Enables Radio Resource Allocation in the Downlink of Ultra-Low Latency Vehicular Networks,IEEE ACCESS,,,,,,,,,,,,,,,,,"Ni, Wei/B-7489-2011; Wang, Yingze/U-4609-2019; wang, xinyuan/HHM-2418-2022; Wang, Yingze/G-4775-2019","Wang, Xinyuan/0000-0002-8058-3597; Chen, Kwang-Cheng/0000-0002-1024-6106; Wang, Yingze/0000-0002-5966-7139",,,,,,,,,,,,,2169-3536,,,,,,2022,10.0,,,,,,44710.0,44723.0,,10.1109/ACCESS.2022.3168986,0.0,,,,,,,,,,,,,WOS:000790734200001,0
C,"Skaba, P; Becvar, Z; Mach, P; Guvenc, I",,"Valenti, M; Reed, D; Torres, M",,"Skaba, Petr; Becvar, Zdenek; Mach, Pavel; Guvenc, Ismail",,,Coordinated Machine Learning for Handover in Mobile Networks with Transparent Relaying UAVs,"2024 IEEE INTERNATIONAL CONFERENCE ON COMMUNICATIONS WORKSHOPS, ICC WORKSHOPS 2024",IEEE International Conference on Communications Workshops,,,,59th Annual IEEE International Conference on Communications (IEEE ICC),"JUN 09-13, 2024","Denver, CO","IEEE,IEEE Commun Soc",,,,,,,,,"Becvar, Zdenek/G-8062-2012",,,,,,,,,,,,,,2164-7038,,979-8-3503-0406-0; 979-8-3503-0405-3,,,,2024,,,,,,,1761.0,1766.0,,10.1109/ICCWORKSHOPS59551.2024.10615707,0.0,,,,,,,,,,,,,WOS:001296276700292,0
J,"Chukhno, N; Chukhno, O; Pizzi, S; Molinaro, A; Iera, A; Araniti, G",,,,"Chukhno, Nadezhda; Chukhno, Olga; Pizzi, Sara; Molinaro, Antonella; Iera, Antonio; Araniti, Giuseppe",,,Beyond Complexity Limits: Machine Learning for Sidelink-Assisted mmWave Multicasting in 6G,IEEE TRANSACTIONS ON BROADCASTING,,,,,,,,,,,,,,,,,"Chukhno, Olga/AAX-1443-2020; Chukhno, Nadezhda/JCD-8929-2023","Chukhno, Nadezhda/0000-0002-1466-5367; Pizzi, Sara/0000-0002-0550-5978; Chukhno, Olga/0000-0003-4271-5744; IERA, Antonio/0000-0001-5414-8252",,,,,,,,,,,,,0018-9316,1557-9611,,,,SEP,2024,70.0,3,,,,,1076.0,1090.0,,10.1109/TBC.2024.3382959,0.0,,APR 2024,,,,,,,,,,,WOS:001214297700001,0
J,"Grasso, C; Raftopoulos, R; Schembra, G",,,,"Grasso, Christian; Raftopoulos, Raoul; Schembra, Giovanni",,,Slicing a FANET for heterogeneous delay-constrained applications,COMPUTER COMMUNICATIONS,,,,,,,,,,,,,,,,,"Raftopoulos, Raoul/KUD-2047-2024; Schembra, Giovanni/AAA-3947-2021","Raftopoulos, Raoul/0000-0001-7762-8267",,,,,,,,,,,,,0140-3664,1873-703X,,,,NOV 1,2022,195.0,,,,,,362.0,375.0,,10.1016/j.comcom.2022.08.024,0.0,,SEP 2022,,,,,,,,,,,WOS:000869009100002,0
C,"González, CC; Pupo, EF; Pereira-Ruisánchez, D; Atzori, L; Murroni, M",,,IEEE,"Carballo Gonzalez, Claudia; Fontes Pupo, Ernesto; Pereira-Ruisanchez, Dariel; Atzori, Luigi; Murroni, Maurizio",,,Deep Reinforcement Learning for Dynamic Radio Access Selection over Future Wireless Networks,2022 IEEE INTERNATIONAL SYMPOSIUM ON BROADBAND MULTIMEDIA SYSTEMS AND BROADCASTING (BMSB),IEEE International Symposium on Broadband Multimedia Systems and Broadcasting,,,,International Symposium on Broadband Multimedia Systems and Broadcasting (BMSB),"JUN 15-17, 2022","Bilbao, SPAIN",,,,,,,,,,"Carballo Gonzalez, Claudia/GLS-6615-2022; Pereira Ruisánchez, Dariel/AAG-7224-2019; Fontes Pupo, Ernesto/AAV-4991-2020","Carballo Gonzalez, Claudia/0000-0002-6429-1375; MURRONI, MAURIZIO/0000-0002-4618-0698; Pereira Ruisanchez, Dariel/0000-0003-0278-1499; Fontes Pupo, Ernesto/0000-0002-1715-6015",,,,,,,,,,,,,2155-5044,,978-1-6654-6901-2,,,,2022,,,,,,,,,,10.1109/BMSB55706.2022.9828746,0.0,,,,,,,,,,,,,WOS:000948925900002,0
J,"Khan, S; Hussain, A; Nazir, S; Khan, F; Oad, A; Alshehri, MD",,,,"Khan, Sulaiman; Hussain, Anwar; Nazir, Shah; Khan, Fazlullah; Oad, Ammar; Alshehri, Mohammad Dahman",,,Efficient and reliable hybrid deep learning-enabled model for congestion control in 5G/6G networks,COMPUTER COMMUNICATIONS,,,,,,,,,,,,,,,,,"Khan, Fazlullah/H-2129-2017; Alshehri, Mohammad/E-1382-2018; Oad, Ammar/AAY-7528-2021; Nazir, Shah/D-2020-2015; Khan, Sulaiman/AAY-2284-2021","Nazir, Shah/0000-0003-0126-9944; Ullah, Fazl/0000-0002-6002-7024; Hussain, Anwar/0000-0002-3801-5748; Khan, Sulaiman/0000-0003-2562-3477",,,,,,,,,,,,,0140-3664,1873-703X,,,,JAN 15,2022,182.0,,,,,,31.0,40.0,,10.1016/j.comcom.2021.11.001,0.0,,NOV 2021,,,,,,,,,,,WOS:000722103500003,0
C,"Majumdar, S; Schwarzmann, S; Trivisonno, R; Carle, G",,"Hong, JWK; Seok, SJ; Nomura, Y; Wang, YC; Choi, BY; Kim, MS; Riggio, R; Tsai, MH; DosSantos, CRP",,"Majumdar, Sayantini; Schwarzmann, Susanna; Trivisonno, Riccardo; Carle, Georg",,,Distributed Intelligence for Dynamic Task Migration in the 6G User Plane using Deep Reinforcement Learning,"PROCEEDINGS OF 2024 IEEE/IFIP NETWORK OPERATIONS AND MANAGEMENT SYMPOSIUM, NOMS 2024",IEEE IFIP Network Operations and Management Symposium,,,,IEEE/IFIP Network Operations and Management Symposium (NOMS),"MAY 06-10, 2024","Seoul, SOUTH KOREA",IEEE,,,,,,,,,,"Trivisonno, Riccardo/0000-0003-4190-5781",,,,,,,,,,,,,1542-1201,,979-8-3503-2793-9; 979-8-3503-2794-6,,,,2024,,,,,,,,,,10.1109/NOMS59830.2024.10575830,0.0,,,,,,,,,,,,,WOS:001270140300196,0
J,"Karam, GM; Gruber, M; Adam, I; Boutigny, F; Miche, Y; Mukherjee, S",,,,"Karam, Gerald M.; Gruber, Markus; Adam, Iris; Boutigny, Francois; Miche, Yoan; Mukherjee, Sarit",,,The Evolution of Networks and Management in a 6G World: An Inventor's View,IEEE TRANSACTIONS ON NETWORK AND SERVICE MANAGEMENT,,,,,,,,,,,,,,,,,"Miche, Liliann/J-9079-2014","Miche, Liliann/0000-0001-8864-2312",,,,,,,,,,,,,1932-4537,,,,,DEC,2022,19.0,4,,,,,5395.0,5407.0,,10.1109/TNSM.2022.3188200,0.0,,,,,,,,,,,,,WOS:000965675000001,0
J,"Qin, P; Wang, M; Cai, ZY; Ding, R; Zhao, XW; Fu, Y; Wu, X",,,,"Qin, Peng; Wang, Miao; Cai, Ziyuan; Ding, Rui; Zhao, Xiongwen; Fu, Yang; Wu, Xue",,,Optimal Resource Allocation for AGIN 6G: A Learning-Based Three-Sided Matching Approach,IEEE TRANSACTIONS ON NETWORK SCIENCE AND ENGINEERING,,,,,,,,,,,,,,,,,,"Qin, Peng/0000-0002-4324-5660; Zhao, Xiongwen/0000-0001-9421-4795; ding, rui/0000-0001-8606-5646",,,,,,,,,,,,,2327-4697,,,,,MAR-APR,2024,11.0,2,,,,,1553.0,1565.0,,10.1109/TNSE.2023.3325356,0.0,,,,,,,,,,,,,WOS:001175221000002,0
J,"Saadat, S; Haider, SA; Ejaz, W; Abdullah, AKM",,,,"Saadat, Salman; Haider, Sami Ahmed; Ejaz, Waleed; Abdullah, Amith Khandakar Md",,,Data-Assisted Radio Resource Allocation in Shared Spectrum Multi-RAT Heterogeneous Network,IEEE ACCESS,,,,,,,,,,,,,,,,,"Saadat, Salman/X-8460-2019; Haider, Sami Ahmed/JUF-0019-2023; Ejaz, Waleed/AAF-9516-2019","Ejaz, Waleed/0000-0002-6289-1406; Khandakar, Amith/0000-0001-7068-9112; Haider, Sami Ahmed/0000-0003-2326-356X",,,,,,,,,,,,,2169-3536,,,,,,2024,12.0,,,,,,171087.0,171098.0,,10.1109/ACCESS.2024.3464372,0.0,,,,,,,,,,,,,WOS:001362147200017,0
C,"Kim, S; Shim, B",,,IEEE,"Kim, Sunwoo; Shim, Byonghyo",,,Network Slicing using Deep Reinforcement Learning for Beyond 5G and 6G Systems,"2022 IEEE VTS ASIA PACIFIC WIRELESS COMMUNICATIONS SYMPOSIUM, APWCS",,,,,IEEE VTS Asia Pacific Wireless Communications Symposium (APWCS),"AUG 24-26, 2022","Seoul, SOUTH KOREA","IEEE,IEEE Vehicular Technol Soc, Seoul Chapter,Korean Inst Commun & Informat Sci,SK Telecom,KT,LGUplus,IEEE Vehicular Technol Soc, Singapore Chapter,IEEE Vehicular Technol Soc, Taipei Chapter,IEEE Vehicular Technol Soc, Tokyo Chapter,Dongguk Univ",,,,,,,,,,,,,,,,,,,,,,,,,978-1-6654-7121-3,,,,2022,,,,,,,90.0,93.0,,10.1109/APWCS55727.2022.9906480,0.0,,,,,,,,,,,,,WOS:001333851300019,0
C,"Nagib, AM; Abou-zeid, H; Hassanein, HS",,,IEEE,"Nagib, Ahmad M.; Abou-zeid, Hatem; Hassanein, Hossam S.",,,Developing Trustworthy Reinforcement Learning Applications for Next-Generation Open Radio Access Networks,"2024 IEEE CANADIAN CONFERENCE ON ELECTRICAL AND COMPUTER ENGINEERING, CCECE 2024",Canadian Conference on Electrical and Computer Engineering,,,,IEEE Canadian Conference on Electrical and Computer Engineering (CCECE),"AUG 06-09, 2024","Kingston, CANADA",IEEE,,,,,,,,,"Nagib, Ahmad/GLS-1080-2022",,,,,,,,,,,,,,0840-7789,,979-8-3503-7163-5; 979-8-3503-7162-8,,,,2024,,,,,,,137.0,138.0,,10.1109/CCECE59415.2024.10667311,0.0,,,,,,,,,,,,,WOS:001315610300044,0
J,"Khoramnejad, F; Erol-Kantarci, M",,,,"Khoramnejad, Fahime; Erol-Kantarci, Melike",,,On Joint Offloading and Resource Allocation: A Double Deep Q-Network Approach,IEEE TRANSACTIONS ON COGNITIVE COMMUNICATIONS AND NETWORKING,,,,,,,,,,,,,,,,,"Khoramnejad, Fahime/J-2417-2019","Erol-Kantarci, Melike/0000-0001-6787-8457",,,,,,,,,,,,,2332-7731,,,,,DEC,2021,7.0,4,,,,,1126.0,1141.0,,10.1109/TCCN.2021.3116251,0.0,,,,,,,,,,,,,WOS:000728144400013,0
J,"Galeano-Brajones, J; Chidean, MI; Luna, F; Carmona-Murillo, J",,,,"Galeano-Brajones, Jesus; Chidean, Mihaela I.; Luna, Francisco; Carmona-Murillo, Javier",,,A novel approach for flow analysis in software-based networks using L-moments theory,COMPUTER COMMUNICATIONS,,,,,,,,,,,,,,,,,"Luna, Francisco/HKN-2221-2023; Galeano-Brajones, Jesus/ABD-5343-2020; Carmona-Murillo, Javier/C-8971-2014; Chidean, Mihaela I./G-1402-2016","Galeano-Brajones, Jesus/0000-0001-8691-8944; Carmona-Murillo, Javier/0000-0002-3910-876X; Chidean, Mihaela I./0000-0001-9692-8871; Luna, Francisco/0000-0002-0455-7223",,,,,,,,,,,,,0140-3664,1873-703X,,,,MAR 1,2023,201.0,,,,,,116.0,122.0,,10.1016/j.comcom.2023.01.022,0.0,,FEB 2023,,,,,,,,,,,WOS:000931673500001,0
