Title,Year,ISSN,DOI,Link
Joint Network Control and Resource Allocation for Space-Terrestrial Integrated Network Through Hierarchal Deep Actor-Critic Reinforcement Learning,2021,00189545,10.1109/TVT.2021.3071983,
Deep Reinforcement Learning Empowered Resource Allocation in Vehicular Fog Computing,2024,00189545,10.1109/TVT.2023.3338578,
Minimizing Energy Consumption in MU-MIMO via Antenna Muting by Neural Networks With Asymmetric Loss,2024,00189545,10.1109/TVT.2023.3339340,
Scalable Spatial and Geometric Learning Approach for Joint Power Control and Channel Allocation,2024,15361276,10.1109/TWC.2024.3449036,
Smart Zero-Touch Management of UAV-Based Edge Network,2022,19324537,10.1109/TNSM.2022.3160858,
Resource Allocation in THz-NOMA-Enabled HAP Systems: A Deep Reinforcement Learning Approach,2024,00983063,10.1109/TCE.2024.3420718,
Cloud-Edge Collaborative Resource Allocation for Blockchain-Enabled Internet of Things: A Collective Reinforcement Learning Approach,2022,23274662,10.1109/JIOT.2022.3185289,
Physical-Layer Security Enhancement in Energy-Harvesting-Based Cognitive Internet of Things: A GAN-Powered Deep Reinforcement Learning Approach,2024,23274662,10.1109/JIOT.2023.3300770,
Event-Triggered Reinforcement Learning Based Joint Resource Allocation for Ultra-Reliable Low-Latency V2X Communications,2024,00189545,10.1109/TVT.2024.3424398,
A Study on Deep Learning for Latency Constraint Applications in Beyond 5G Wireless Systems,2020,21693536,10.1109/ACCESS.2020.3040133,
Handover Protocol Learning for LEO Satellite Networks: Access Delay and Collision Minimization,2024,15361276,10.1109/TWC.2023.3342975,
Joint Channel Estimation and Data Rate Maximization for Intelligent Reflecting Surface Assisted Terahertz MIMO Communication Systems,2020,21693536,10.1109/ACCESS.2020.2994100,
H-HOME: A learning framework of federated FANETs to provide edge computing to future delay-constrained IoT systems,2022,13891286,10.1016/j.comnet.2022.109449,
Joint Wireless Resource and Computation Offloading Optimization for Energy Efficient Internet of Vehicles,2022,24732400,10.1109/TGCN.2022.3189413,
Machine Learning Codebook Design for Initial Access and CSI Type-II Feedback in Sub-6-GHz 5G NR,2024,15361276,10.1109/TWC.2023.3331313,
An NN-Aided Near-and-Far-Field Classifier via Channel Hankelization in XL-MIMO Systems,2024,21693536,10.1109/ACCESS.2024.3356586,
Leader Selection and Follower Association for UE-Centric Distributed Learning in Future Wireless Networks,2024,21693536,10.1109/ACCESS.2024.3482260,
Multiagent Federated Deep-Reinforcemen Learning-Enabled Resource Allocation for an Air-Ground-Integrated Internet of Vehicles Network,2023,10897801,10.1109/MIC.2023.3307431,
OFDM-Standard Compatible SC-NOFS Waveforms for Low-Latency and Jitter-Tolerance Industrial IoT Communications,2024,23274662,10.1109/JIOT.2024.3409844,
Toward ML-Based Energy-Efficient Mechanism for 6G Enabled Industrial Network in Box Systems,2021,15513203,10.1109/TII.2020.3026663,
Asynchronous FDRL-Based Low-Latency Computation Offloading for Integrated Terrestrial and Non-Terrestrial Power IoT,2023,08908044,10.1109/MNET.2023.3320894,
Sixty Years of Coherent Versus Non-Coherent Tradeoffs and the Road From 5G to Wireless Futures,2019,21693536,10.1109/ACCESS.2019.2957706,
